depth	age	error	dR	dSTD	cc
0.035	1.437	0.066	0	0.2	2
0.355	1.897	0.056	0	0.2	2
0.715	2.575	0.056	0	0.2	2
0.915	2.986	0.067	0	0.2	2
1.275	3.869	0.065	0	0.2	2
1.715	4.404	0.057	0	0.2	2
2.115	5.323	0.067	0	0.2	2
2.515	6.81	0.066	0	0.2	2
3.115	9.329	0.072	0	0.2	2
3.715	11.846	0.078	0	0.2	2
4.235	13.071	0.08	0	0.2	2
4.955	15.626	0.087	0	0.2	2
