depth	age	error	dR	dSTD	cc
0.08	0.755	0.035	0	0.2	2
0.65	1.68	0.03	0	0.2	2
0.88	1.97	0.035	0	0.2	2
1.07	2.26	0.03	0	0.2	2
1.22	2.36	0.03	0	0.2	2
1.88	2.91	0.035	0	0.2	2
2.68	3.95	0.035	0	0.2	2
3.78	5.14	0.035	0	0.2	2
4.68	6.8	0.045	0	0.2	2
5.93	9.45	0.065	0	0.2	2
6.44	10.6	0.05	0	0.2	2
6.93	11.7	0.055	0	0.2	2
7.24	13.2	0.075	0	0.2	2
7.53	16.05	0.075	0	0.2	2
7.86	19.05	0.09	0	0.2	2
8.18	21.9	0.11	0	0.2	2
8.94	27.1	0.16	0	0.2	2
9.53	31	0.24	0	0.2	2
