depth	age	error	dR	dSTD	cc
0.04	1.91	0.03	0	0.2	2
0.34	2.89	0.035	0	0.2	2
0.66	4.8	0.035	0	0.2	2
0.96	6.86	0.045	0	0.2	2
1.21	8.42	0.045	0	0.2	2
1.45	9.03	0.065	0	0.2	2
1.75	10.5	0.06	0	0.2	2
2.05	10.8	0.065	0	0.2	2
2.24	10.85	0.045	0	0.2	2
2.59	11.45	0.07	0	0.2	2
2.88	12.2	0.05	0	0.2	2
3.22	12.85	0.06	0	0.2	2
3.48	13.3	0.055	0	0.2	2
3.72	13.65	0.075	0	0.2	2
4.44	15.2	0.09	0	0.2	2
