depth	age	error	dR	dSTD	cc
0.01	1.14	0.03	0	0.2	2
0.27	5.12	0.03	0	0.2	2
0.63	9.15	0.03	0	0.2	2
1.26	10.91	0.04	0	0.2	2
1.7	12.91	0.04	0	0.2	2
2.18	25.43	0.11	0	0.2	2
2.78	27.43	0.12	0	0.2	2
3.22	29.22	0.15	0	0.2	2
3.38	27.02	0.12	0	0.2	2
3.86	29	0.14	0	0.2	2
4.14	31.13	0.17	0	0.2	2
4.46	32.35	0.2	0	0.2	2
5.5	35.12	0.25	0	0.2	2
6.3	40.86	0.4	0	0.2	2
