depth	age	error	dR	dSTD	cc
0.135	0.790000021457672	0.025000000372529	0	0.2	2
1.26	4.82999992370605	0.0350000001490116	0	0.2	2
1.565	5.93499994277954	0.0399999991059303	0	0.2	2
1.9	7.82000017166138	0.0399999991059303	0	0.2	2
2.605	10.539999961853	0.0500000007450581	0	0.2	2
3.405	11.7349996566772	0.0549999997019768	0	0.2	2
4.005	12.2399997711182	0.0700000002980232	0	0.2	2
4.575	12.8950004577637	0.0549999997019768	0	0.2	2
6.32	13.8000001907349	0.0700000002980232	0	0.2	2
11.852	15.8400001525879	0.0700000002980232	0	0.2	2
12.947	16.8999996185303	0.109999999403954	0	0.2	2
14.572	18.6599998474121	0.129999995231628	0	0.2	2
15.577	19.5799999237061	0.140000000596046	0	0.2	2
19.602	22.8799991607666	0.209999993443489	0	0.2	2
