depth	age	error	dR	dSTD	cc
0.4	3.77	0.04	0	0.2	2
1.22	11.06	0.05	0	0.2	2
1.46	12.42	0.08	0	0.2	2
1.73	13.19	0.09	0	0.2	2
2.25	13.99	0.08	0	0.2	2
3.17	15.29	0.17	0	0.2	2
3.41	15.34	0.08	0	0.2	2
3.78	14.05	0.08	0	0.2	2
4.5	16.32	0.08	0	0.2	2
5.08	16.33	0.09	0	0.2	2
5.85	17.14	0.11	0	0.2	2
7.87	19.13	0.15	0	0.2	2
8.61	20.01	0.12	0	0.2	2
8.85	20.54	0.21	0	0.2	2
