depth	age	error	dR	dSTD	cc
0.025	1.43	0.04	0	0.2	2
0.385	7.135	0.045	0	0.2	2
0.625	10.585	0.06	0	0.2	2
0.705	11.14	0.06	0	0.2	2
0.815	11.32	0.055	0	0.2	2
0.985	13.515	0.065	0	0.2	2
1.185	14.665	0.085	0	0.2	2
2.185	21.74	0.18	0	0.2	2
2.485	24.32	0.23	0	0.2	2
3.525	34.4	0.8	0	0.2	2
3.685	35.65	0.95	0	0.2	2
3.925	38.3	1.3	0	0.2	2
