depth	age	error	dR	dSTD	cc
0.005	1.87	0.17	0	0.2	2
0.18	2.81	0.17	0	0.2	2
0.38	3.07	0.18	0	0.2	2
0.46	3.28	0.19	0	0.2	2
0.66	3.96	0.19	0	0.2	2
0.82	4.86	0.18	0	0.2	2
1	6.03	0.19	0	0.2	2
1.36	7.71	0.2	0	0.2	2
1.52	9.67	0.21	0	0.2	2
1.76	12.73	0.23	0	0.2	2
1.88	15.18	0.25	0	0.2	2
2.04	20.33	0.24	0	0.2	2
