depth	age	error	dR	dSTD	cc
0.195	3.16	0.03	0	0.2	2
0.495	6.315	0.05	0	0.2	2
0.815	9.465	0.06	0	0.2	2
0.915	11.68	0.04	0	0.2	2
1.035	13.11	0.09	0	0.2	2
1.295	14.7	0.1	0	0.2	2
1.415	15.32	0.07	0	0.2	2
1.695	17.76	0.07	0	0.2	2
1.815	18.3	0.07	0	0.2	2
2.095	21.18	0.09	0	0.2	2
2.415	23.12	0.11	0	0.2	2
2.685	24.15	0.13	0	0.2	2
3.305	30.69	0.17	0	0.2	2
