depth	age	error	dR	dSTD	cc
0.06	0.45	0.025	0	0.2	2
0.64	1.37	0.03	0	0.2	2
2.92	2.57	0.035	0	0.2	2
3.38	2.71	0.03	0	0.2	2
3.86	3.515	0.03	0	0.2	2
4.7	4.6	0.03	0	0.2	2
4.96	5.055	0.03	0	0.2	2
5.38	6.105	0.04	0	0.2	2
5.6	6.645	0.07	0	0.2	2
6.7	9.8	0.05	0	0.2	2
7.7	12.51	0.16	0	0.2	2
8.18	13.6	0.18	0	0.2	2
8.48	14.35	0.18	0	0.2	2
8.7	15.49	0.08	0	0.2	2
9.4	22.91	0.2	0	0.2	2
9.7	26.12	0.27	0	0.2	2
