depth	age	error	dR	dSTD	cc
0.18	1.225	0.025	0	0.2	2
0.965	3.97	0.03	0	0.2	2
1.63	5.835	0.035	0	0.2	2
2.23	8.305	0.045	0	0.2	2
2.53	9.93	0.05	0	0.2	2
2.87	10.56	0.06	0	0.2	2
3.13	11.62	0.07	0	0.2	2
3.635	13.07	0.07	0	0.2	2
3.925	13.59	0.07	0	0.2	2
4.26	14.27	0.07	0	0.2	2
5.275	17.17	0.12	0	0.2	2
5.825	20.56	0.16	0	0.2	2
6.25	23.75	0.19	0	0.2	2
6.675	28.99	0.43	0	0.2	2
6.91	32.75	0.59	0	0.2	2
